Date, Requests
2008-10-05-19,18848487
2008-10-05-20,18569570
2008-10-05-21,17556324
2008-10-05-22,16199964
2008-10-05-23,15034120
2008-10-06-0,14325478
2008-10-06-1,14378033
2008-10-06-2,14364114
2008-10-06-3,14155969
2008-10-06-4,13182707
2008-10-06-5,11594285
2008-10-06-6,11092455
2008-10-06-7,11749227
2008-10-06-8,12224293
2008-10-06-9,13561371
2008-10-06-10,14634185
2008-10-06-11,14823691
2008-10-06-12,15665832
2008-10-06-13,17806624
2008-10-06-14,19901543
2008-10-06-15,20938917
2008-10-06-16,21183628
2008-10-06-17,21033485
2008-10-06-18,21190026
2008-10-06-19,21039967
2008-10-06-20,20878058
2008-10-06-21,20168744
2008-10-06-22,18059130
2008-10-06-23,15994453
2008-10-07-0,16163198
2008-10-07-1,15658276
2008-10-07-2,15384652
2008-10-07-3,15369197
2008-10-07-4,14396909
2008-10-07-5,12810276
2008-10-07-6,12122086
2008-10-07-7,12582806
2008-10-07-8,13192004
2008-10-07-9,14407494
2008-10-07-10,14729368
2008-10-07-11,14907493
2008-10-07-12,15984781
2008-10-07-13,18441405
2008-10-07-14,20654007
2008-10-07-15,21598648
2008-10-07-16,21434002
2008-10-07-17,21136387
2008-10-07-18,21081851
2008-10-07-19,20993939
2008-10-07-20,20866799
2008-10-07-21,19874242
2008-10-07-22,17893976
2008-10-07-23,16085224
2008-10-08-0,15763547
2008-10-08-1,15536665
2008-10-08-2,15127052
2008-10-08-3,14794444
2008-10-08-4,14039755
2008-10-08-5,12461050
2008-10-08-6,11739667
2008-10-08-7,12266300
2008-10-08-8,12814477
2008-10-08-9,13793702
2008-10-08-10,14461438
2008-10-08-11,14777782
2008-10-08-12,15706797
2008-10-08-13,18014541
2008-10-08-14,20333372
2008-10-08-15,20909588
2008-10-08-16,20899592
2008-10-08-17,20577813
2008-10-08-18,20664248
2008-10-08-19,20800193
2008-10-08-20,20443411
2008-10-08-21,19310330
2008-10-08-22,17189347
2008-10-08-23,15331246
2008-10-09-0,14383412
2008-10-09-1,13809046
2008-10-09-2,13647210
2008-10-09-3,13501457
2008-10-09-4,13549359
2008-10-09-5,12353041
2008-10-09-6,11797371
2008-10-09-7,12442155
2008-10-09-8,13179005
2008-10-09-9,14026509
2008-10-09-10,14509393
2008-10-09-11,14579882
2008-10-09-12,15494633
2008-10-09-13,17752341
2008-10-09-14,19862529
2008-10-09-15,20727211
2008-10-09-16,20446602
2008-10-09-17,20314709
2008-10-09-18,20072889
2008-10-09-19,20152952
2008-10-09-20,19875716
2008-10-09-21,19023506
2008-10-09-22,17052792
2008-10-09-23,15260755
2008-10-10-0,14737074
2008-10-10-1,14690783
2008-10-10-2,14553699
2008-10-10-3,14395238
2008-10-10-4,13413522
2008-10-10-5,12093294
2008-10-10-6,11550902
2008-10-10-7,12302388
2008-10-10-8,13087158
2008-10-10-9,13901246
2008-10-10-10,14233023
2008-10-10-11,14111588
2008-10-10-12,14786680
2008-10-10-13,16399162
2008-10-10-14,17922034
2008-10-10-15,18630398
2008-10-10-16,18609654
2008-10-10-17,17898396
2008-10-10-18,17755371
2008-10-10-19,17767005
2008-10-10-20,17549953
2008-10-10-21,16754461
2008-10-10-22,15204449
2008-10-10-23,13227549
2008-10-11-0,12192145
2008-10-11-1,11584781
2008-10-11-2,11387176
2008-10-11-3,11806237
2008-10-11-4,11315227
2008-10-11-5,10873661
2008-10-11-6,9990236
2008-10-11-7,10089698
2008-10-11-8,10402054
2008-10-11-9,11265110
2008-10-11-10,11747788
2008-10-11-11,12634584
2008-10-11-12,12699787
2008-10-11-13,14345451
2008-10-11-14,15403258
2008-10-11-15,16141746
2008-10-11-16,16670584
2008-10-11-17,16398518
2008-10-11-18,16576192
2008-10-11-19,15824760
2008-10-11-20,15547181
2008-10-11-21,15475540
2008-10-11-22,14972907
2008-10-11-23,13851371
2008-10-12-0,12769422
2008-10-12-1,11703314
2008-10-12-2,11762581
2008-10-12-3,11379956
2008-10-12-4,11102211
2008-10-12-5,10630765
2008-10-12-6,10152021
2008-10-12-7,9771291
2008-10-12-8,10379695
2008-10-12-9,11756069
2008-10-12-10,12588490
2008-10-12-11,13507771
2008-10-12-12,14274385
2008-10-12-13,15294342
2008-10-12-14,16415672
2008-10-12-15,17280685
2008-10-12-16,17778961
2008-10-12-17,18587284
2008-10-12-18,19385174
2008-10-12-19,19643662
2008-10-12-20,19030094
2008-10-12-21,17969478
2008-10-12-22,16662104
2008-10-12-23,14621788
2008-10-13-0,13822976
2008-10-13-1,13825538
2008-10-13-2,14388769
2008-10-13-3,13497930
2008-10-13-4,12884948
2008-10-13-5,11945134
2008-10-13-6,11269408
2008-10-13-7,11823169
2008-10-13-8,12704133
2008-10-13-9,14005290
2008-10-13-10,14940818
2008-10-13-11,15512738
2008-10-13-12,16566860
2008-10-13-13,18630596
2008-10-13-14,20655145
2008-10-13-15,21337045
2008-10-13-16,21527747
2008-10-13-17,21078500
2008-10-13-18,21262881
2008-10-13-19,21396213
2008-10-13-20,20929241
2008-10-13-21,19772099
2008-10-13-22,17956147
2008-10-13-23,16690232
2008-10-14-0,15677129
2008-10-14-1,14666858
2008-10-14-2,14523373
2008-10-14-3,14331279
2008-10-14-4,14008555
2008-10-14-5,12906135
2008-10-14-6,12095112
2008-10-14-7,12857642
2008-10-14-8,13840876
2008-10-14-9,13997411
2008-10-14-10,14966135
2008-10-14-11,14992074
2008-10-14-12,16297540
2008-10-14-13,18345917
2008-10-14-14,20667673
2008-10-14-15,21475762
2008-10-14-16,21530815
2008-10-14-17,21481911
2008-10-14-18,22277511
2008-10-14-19,22211473
2008-10-14-20,21762689
2008-10-14-21,20649838
2008-10-14-22,18540630
2008-10-14-23,15883586
2008-10-15-0,14845339
2008-10-15-1,14482567
2008-10-15-2,14315832
2008-10-15-3,14016555
2008-10-15-4,13861832
2008-10-15-5,12641363
2008-10-15-6,12208602
2008-10-15-7,12942556
2008-10-15-8,13756902
2008-10-15-9,14758424
2008-10-15-10,14328960
2008-10-15-11,14739131
2008-10-15-12,15825307
2008-10-15-13,18364499
2008-10-15-14,20450452
2008-10-15-15,21563361
2008-10-15-16,21325987
2008-10-15-17,21063907
2008-10-15-18,21325675
2008-10-15-19,21485084
2008-10-15-20,20889051
2008-10-15-21,20160772
2008-10-15-22,18486707
2008-10-15-23,16741215
2008-10-16-0,16454972
2008-10-16-1,16073845
2008-10-16-2,15074708
2008-10-16-3,14395519
2008-10-16-4,13848039
2008-10-16-5,12512500
2008-10-16-6,11854265
2008-10-16-7,12518423
2008-10-16-8,13419598
2008-10-16-9,14444828
2008-10-16-10,13734199
2008-10-16-11,14203552
2008-10-16-12,15513387
2008-10-16-13,17669473
2008-10-16-14,19121643
2008-10-16-15,20517229
2008-10-16-16,20594872
2008-10-16-17,20422522
2008-10-16-18,20737533
2008-10-16-19,19944255
2008-10-16-20,20002156
2008-10-16-21,19353851
2008-10-16-22,17620633
2008-10-16-23,15535511
2008-10-17-0,14920829
2008-10-17-1,14878103
2008-10-17-2,14203095
2008-10-17-3,13352299
2008-10-17-4,13034357
2008-10-17-5,12051180
2008-10-17-6,11915182
2008-10-17-7,12475614
2008-10-17-8,13010283
2008-10-17-9,13802870
2008-10-17-10,14211003
2008-10-17-11,14215180
2008-10-17-12,14809958
2008-10-17-13,16583449
2008-10-17-14,18227563
2008-10-17-15,18831357
2008-10-17-16,18090785
2008-10-17-17,17680150
2008-10-17-18,17858784
2008-10-17-19,18084340
2008-10-17-20,17719079
2008-10-17-21,17349895
2008-10-17-22,15633860
2008-10-17-23,13796728
2008-10-18-0,12954842
2008-10-18-1,12143595
2008-10-18-2,11625157
2008-10-18-3,11806570
2008-10-18-4,11219521
2008-10-18-5,9996758
2008-10-18-6,9458174
2008-10-18-7,9435102
2008-10-18-8,9820915
2008-10-18-9,11249459
2008-10-18-10,12201185
2008-10-18-11,12571713
2008-10-18-12,12800826
2008-10-18-13,14127713
2008-10-18-14,15167208
2008-10-18-15,16081541
2008-10-18-16,16492894
2008-10-18-17,16585017
2008-10-18-18,16242366
2008-10-18-19,15654264
2008-10-18-20,15673559
2008-10-18-21,15491554
2008-10-18-22,11944469
2008-10-18-23,13376674
2008-10-19-0,12928980
2008-10-19-1,12460535
2008-10-19-2,12291524
2008-10-19-3,12244073
2008-10-19-4,11788031
2008-10-19-5,11285076
2008-10-19-6,10548860
2008-10-19-7,10268793
2008-10-19-8,10726764
2008-10-19-9,11511034
2008-10-19-10,12974375
2008-10-19-11,14274237
2008-10-19-12,14756032
2008-10-19-13,15826380
2008-10-19-14,16962307
2008-10-19-15,17888109
2008-10-19-16,18539652
2008-10-19-17,18801351
2008-10-19-18,19024293
2008-10-19-19,19504720
2008-10-19-20,19560718
2008-10-19-21,18609729
2008-10-19-22,17404390
2008-10-19-23,15541042
2008-10-20-0,15081425
2008-10-20-1,14835737
2008-10-20-2,14336205
2008-10-20-3,13898779
2008-10-20-4,14201809
2008-10-20-5,12908188
2008-10-20-6,12183410
2008-10-20-7,12775398
2008-10-20-8,13442060
2008-10-20-9,14696139
2008-10-20-10,14712025
2008-10-20-11,15109931
2008-10-20-12,15891597
2008-10-20-13,18120526
2008-10-20-14,20286584
2008-10-20-15,21172758
2008-10-20-16,21717814
2008-10-20-17,21580960
2008-10-20-18,21926825
2008-10-20-19,22003843
2008-10-20-20,20606603
2008-10-20-21,20460574
2008-10-20-22,18235839
2008-10-20-23,16192889
2008-10-21-0,14693209
2008-10-21-1,14024595
2008-10-21-2,14773745
2008-10-21-3,14735963
2008-10-21-4,14340562
2008-10-21-5,12379593
2008-10-21-6,11837419
2008-10-21-7,12214596
2008-10-21-8,12917627
2008-10-21-9,10316683
2008-10-21-10,9215964
2008-10-21-11,2564368
2008-10-21-12,9023190
2008-10-21-13,755191
2008-10-21-14,1348
2008-10-21-15,NA
2008-10-21-16,NA
2008-10-21-17,NA
2008-10-21-18,NA
2008-10-21-19,NA
2008-10-21-20,NA
2008-10-21-21,NA
2008-10-21-22,NA
2008-10-21-23,NA
2008-10-22-0,NA
2008-10-22-1,NA
2008-10-22-2,NA
2008-10-22-3,NA
2008-10-22-4,NA
2008-10-22-5,NA
2008-10-22-6,NA
2008-10-22-7,NA
2008-10-22-8,NA
2008-10-22-9,NA
2008-10-22-10,NA
2008-10-22-11,NA
2008-10-22-12,732549
2008-10-22-13,18445622
2008-10-22-14,20433465
2008-10-22-15,21303594
2008-10-22-16,21437565
2008-10-22-17,20994252
2008-10-22-18,20938477
2008-10-22-19,20913872
2008-10-22-20,20512056
2008-10-22-21,19703209
2008-10-22-22,17745018
2008-10-22-23,16247903
2008-10-23-0,15501341
2008-10-23-1,15135187
2008-10-23-2,15025849
2008-10-23-3,14682508
2008-10-23-4,13987679
2008-10-23-5,12453665
2008-10-23-6,11938182
2008-10-23-7,12959171
2008-10-23-8,14183625
2008-10-23-9,15065209
2008-10-23-10,15102781
2008-10-23-11,15416651
2008-10-23-12,16127991
2008-10-23-13,18256806
2008-10-23-14,20161177
2008-10-23-15,20919115
2008-10-23-16,21236553
2008-10-23-17,20739195
2008-10-23-18,20702420
2008-10-23-19,20236636
2008-10-23-20,19850033
2008-10-23-21,19029012
2008-10-23-22,17118244
2008-10-23-23,15048453
2008-10-24-0,14213259
2008-10-24-1,14258210
2008-10-24-2,13787602
2008-10-24-3,13962115
2008-10-24-4,13031278
2008-10-24-5,11599508
2008-10-24-6,11386952
2008-10-24-7,12036037
2008-10-24-8,12915757
2008-10-24-9,13713192
2008-10-24-10,14121736
2008-10-24-11,14242677
2008-10-24-12,14577956
2008-10-24-13,16331825
2008-10-24-14,18130288
2008-10-24-15,18702930
2008-10-24-16,18462493
2008-10-24-17,18203554
2008-10-24-18,17986168
2008-10-24-19,17704687
2008-10-24-20,17262264
2008-10-24-21,16751797
2008-10-24-22,15086668
2008-10-24-23,13204051
2008-10-25-0,12218622
2008-10-25-1,11539028
2008-10-25-2,11629070
2008-10-25-3,11556082
2008-10-25-4,10743907
2008-10-25-5,10330302
2008-10-25-6,9757571
2008-10-25-7,9621671
2008-10-25-8,10015861
2008-10-25-9,10932480
2008-10-25-10,11737156
2008-10-25-11,12224643
2008-10-25-12,12412367
2008-10-25-13,13746127
2008-10-25-14,15022725
2008-10-25-15,15723877
2008-10-25-16,15965927
2008-10-25-17,16112511
2008-10-25-18,16018055
2008-10-25-19,15885698
2008-10-25-20,15950950
2008-10-25-21,15560842
2008-10-25-22,14768807
2008-10-25-23,13259806
2008-10-26-0,12329541
2008-10-26-1,11697114
2008-10-26-2,11775370
2008-10-26-3,11552797
2008-10-26-4,11780541
2008-10-26-5,11312908
2008-10-26-6,10314984
2008-10-26-7,10323635
2008-10-26-8,12364365
2008-10-26-9,11820406
2008-10-26-10,12773907
2008-10-26-11,13853902
2008-10-26-12,14339985
2008-10-26-13,15146342
2008-10-26-14,16455221
2008-10-26-15,17103547
2008-10-26-16,17976929
2008-10-26-17,18810586
2008-10-26-18,18794948
2008-10-26-19,18891300
2008-10-26-20,18808900
2008-10-26-21,18380621
2008-10-26-22,17552019
2008-10-26-23,16205166
2008-10-27-0,15156934
2008-10-27-1,14757431
2008-10-27-2,14220780
2008-10-27-3,13895201
2008-10-27-4,13098130
2008-10-27-5,11437513
2008-10-27-6,10315655
2008-10-27-7,10026009
2008-10-27-8,10782746
2008-10-27-9,12049628
2008-10-27-10,13213518
2008-10-27-11,14075257
2008-10-27-12,14820217
2008-10-27-13,16815870
2008-10-27-14,19275024
2008-10-27-15,20736849
2008-10-27-16,21581089
2008-10-27-17,21440231
2008-10-27-18,21182674
2008-10-27-19,21042726
2008-10-27-20,21005152
2008-10-27-21,20723071
2008-10-27-22,18796069
2008-10-27-23,17561492
2008-10-28-0,15841061
2008-10-28-1,14581957
2008-10-28-2,13982097
2008-10-28-3,13805110
2008-10-28-4,13018098
2008-10-28-5,11177102
2008-10-28-6,10054984
2008-10-28-7,9726894
2008-10-28-8,11001430
2008-10-28-9,12105954
2008-10-28-10,13161434
2008-10-28-11,13834447
2008-10-28-12,14730605
2008-10-28-13,16730483
2008-10-28-14,19064764
2008-10-28-15,20567108
2008-10-28-16,21039620
2008-10-28-17,20965980
2008-10-28-18,20534421
2008-10-28-19,20467172
2008-10-28-20,20357619
2008-10-28-21,20181501
2008-10-28-22,18809200
2008-10-28-23,17137731
2008-10-29-0,15811089
2008-10-29-1,14708071
2008-10-29-2,14043043
2008-10-29-3,13708872
2008-10-29-4,12625525
2008-10-29-5,11139643
2008-10-29-6,10151676
2008-10-29-7,9890007
2008-10-29-8,10779645
2008-10-29-9,12174615
2008-10-29-10,13078067
2008-10-29-11,13841117
2008-10-29-12,14960310
2008-10-29-13,17326390
2008-10-29-14,19883408
2008-10-29-15,21035841
2008-10-29-16,21456580
2008-10-29-17,21153620
2008-10-29-18,20776701
2008-10-29-19,20444051
2008-10-29-20,20520767
2008-10-29-21,20468319
2008-10-29-22,19055849
2008-10-29-23,17457727
2008-10-30-0,16397553
2008-10-30-1,15475023
2008-10-30-2,14887080
2008-10-30-3,14160468
2008-10-30-4,13539707
2008-10-30-5,11977211
2008-10-30-6,10949235
2008-10-30-7,10160982
2008-10-30-8,11434564
2008-10-30-9,12522801
2008-10-30-10,13571083
2008-10-30-11,14387513
2008-10-30-12,15108681
2008-10-30-13,17031081
2008-10-30-14,19267012
2008-10-30-15,20349816
2008-10-30-16,20873433
2008-10-30-17,20676134
2008-10-30-18,20153499
2008-10-30-19,19989772
2008-10-30-20,19654446
2008-10-30-21,19626984
2008-10-30-22,18295047
2008-10-30-23,16696058
2008-10-31-0,15885833
2008-10-31-1,14958549
2008-10-31-2,14486713
2008-10-31-3,13351133
2008-10-31-4,12907806
2008-10-31-5,11208038
2008-10-31-6,9642902
2008-10-31-7,9505838
2008-10-31-8,10406729
2008-10-31-9,11383948
2008-10-31-10,12269252
2008-10-31-11,13031188
2008-10-31-12,13779611
2008-10-31-13,15225993
2008-10-31-14,16893718
2008-10-31-15,17734109
2008-10-31-16,17877878
2008-10-31-17,17561538
2008-10-31-18,17155849
2008-10-31-19,16593566
2008-10-31-20,16419713
2008-10-31-21,15579426
2008-10-31-22,14086015
2008-10-31-23,12954334
2008-11-01-0,11794213
2008-11-01-1,10904704
2008-11-01-2,9959796
2008-11-01-3,10328103
2008-11-01-4,9415969
2008-11-01-5,8962414
2008-11-01-6,8265358
2008-11-01-7,7879811
2008-11-01-8,8041367
2008-11-01-9,8789809
2008-11-01-10,9993706
2008-11-01-11,11583281
2008-11-01-12,12589486
2008-11-01-13,13538098
2008-11-01-14,14554732
2008-11-01-15,15641946
2008-11-01-16,15930833
2008-11-01-17,16459034
2008-11-01-18,16696220
2008-11-01-19,16668229
2008-11-01-20,16448524
2008-11-01-21,16031932
2008-11-01-22,15826230
2008-11-01-23,14772167
2008-11-02-0,14015406
2008-11-02-1,13154821
2008-11-02-2,12946376
2008-11-02-3,12590516
2008-11-02-4,11735247
2008-11-02-5,11146963
2008-11-02-6,9767598
2008-11-02-7,9859758
2008-11-02-8,9898965
2008-11-02-9,10601990
2008-11-02-10,11980504
2008-11-02-11,13331438
2008-11-02-12,14758358
2008-11-02-13,15044030
2008-11-02-14,16420406
2008-11-02-15,17408326
2008-11-02-16,18144098
2008-11-02-17,19004504
2008-11-02-18,19318498
2008-11-02-19,19290604
2008-11-02-20,19848560
2008-11-02-21,19649101
2008-11-02-22,18819425
2008-11-02-23,17353324
2008-11-03-0,15659697
2008-11-03-1,14279480
2008-11-03-2,14850694
2008-11-03-3,14782743
2008-11-03-4,14409367
2008-11-03-5,13364272
2008-11-03-6,12367656
2008-11-03-7,11833160
2008-11-03-8,12317046
2008-11-03-9,13194554
2008-11-03-10,14469470
2008-11-03-11,14928325
2008-11-03-12,16298131
2008-11-03-13,17322106
2008-11-03-14,18939987
2008-11-03-15,20771906
2008-11-03-16,21354117
2008-11-03-17,22136431
2008-11-03-18,21946551
2008-11-03-19,21944358
2008-11-03-20,21966452
2008-11-03-21,21670978
2008-11-03-22,20797441
2008-11-03-23,18656727
2008-11-04-0,16455506
2008-11-04-1,14832376
2008-11-04-2,14618844
2008-11-04-3,14646896
2008-11-04-4,14520943
2008-11-04-5,13425482
2008-11-04-6,12428540
2008-11-04-7,11965527
2008-11-04-8,12632655
2008-11-04-9,13666784
2008-11-04-10,14797123
2008-11-04-11,15140565
2008-11-04-12,15432462
2008-11-04-13,16922598
2008-11-04-14,18970394
2008-11-04-15,20705058
2008-11-04-16,21443353
2008-11-04-17,21477509
2008-11-04-18,21701170
2008-11-04-19,21517544
2008-11-04-20,20759580
2008-11-04-21,20254196
2008-11-04-22,19133522
2008-11-04-23,16943252
2008-11-05-0,15045991
2008-11-05-1,13986235
2008-11-05-2,12243031
2008-11-05-3,11198432
2008-11-05-4,12493038
2008-11-05-5,10479302
2008-11-05-6,10541811
2008-11-05-7,11082104
2008-11-05-8,11698754
2008-11-05-9,12660909
2008-11-05-10,13797212
2008-11-05-11,14434060
2008-11-05-12,15198975
2008-11-05-13,16817030
2008-11-05-14,18803922
2008-11-05-15,20090174
2008-11-05-16,19782494
2008-11-05-17,20601007
2008-11-05-18,20795772
2008-11-05-19,20891961
2008-11-05-20,20632465
2008-11-05-21,19763611
2008-11-05-22,18020269
2008-11-05-23,16282246
2008-11-06-0,15060243
2008-11-06-1,14134902
2008-11-06-2,13950003
2008-11-06-3,13190693
2008-11-06-4,13299599
2008-11-06-5,12681453
2008-11-06-6,11839853
2008-11-06-7,11332849
2008-11-06-8,11955168
2008-11-06-9,13182713
2008-11-06-10,14274076
2008-11-06-11,14751943
2008-11-06-12,15512469
2008-11-06-13,16637916
2008-11-06-14,18768988
2008-11-06-15,20353229
2008-11-06-16,20255216
2008-11-06-17,20632616
2008-11-06-18,20976134
2008-11-06-19,21090544
2008-11-06-20,20769334
2008-11-06-21,20446453
2008-11-06-22,19393295
2008-11-06-23,17744970
2008-11-07-0,15701615
2008-11-07-1,14573703
2008-11-07-2,13695906
2008-11-07-3,13433940
2008-11-07-4,13180461
2008-11-07-5,12644599
2008-11-07-6,11848596
2008-11-07-7,11504893
2008-11-07-8,12267528
2008-11-07-9,13057381
2008-11-07-10,14328784
2008-11-07-11,14321248
2008-11-07-12,14510041
2008-11-07-13,15615432
2008-11-07-14,17360921
2008-11-07-15,18234020
2008-11-07-16,18597483
2008-11-07-17,18666552
2008-11-07-18,18190242
2008-11-07-19,17555067
2008-11-07-20,17030994
2008-11-07-21,16775622
2008-11-07-22,15729218
2008-11-07-23,14530656
2008-11-08-0,13022583
2008-11-08-1,11962015
2008-11-08-2,11451843
2008-11-08-3,11206599
2008-11-08-4,10818380
2008-11-08-5,10279129
2008-11-08-6,9749884
2008-11-08-7,9107207
2008-11-08-8,9140314
2008-11-08-9,10489824
2008-11-08-10,11513355
2008-11-08-11,12222866
2008-11-08-12,13044913
2008-11-08-13,13766271
2008-11-08-14,14991158
2008-11-08-15,15912173
2008-11-08-16,16598081
2008-11-08-17,17025367
2008-11-08-18,17046198
2008-11-08-19,16817843
2008-11-08-20,16277417
2008-11-08-21,16227903
2008-11-08-22,15971598
2008-11-08-23,15345847
2008-11-09-0,14069185
2008-11-09-1,13596507
2008-11-09-2,12948774
2008-11-09-3,12757793
2008-11-09-4,12334893
2008-11-09-5,11688499
2008-11-09-6,10962421
2008-11-09-7,10062173
2008-11-09-8,10330132
2008-11-09-9,10682382
2008-11-09-10,11999504
2008-11-09-11,13497486
2008-11-09-12,14738435
2008-11-09-13,15442250
2008-11-09-14,16564190
2008-11-09-15,17628473
2008-11-09-16,18044486
2008-11-09-17,18924268
2008-11-09-18,19513942
2008-11-09-19,19622615
2008-11-09-20,19875118
2008-11-09-21,19335474
2008-11-09-22,18169646
2008-11-09-23,16976559
2008-11-10-0,15553198
2008-11-10-1,14642704
2008-11-10-2,13180928
2008-11-10-3,12927051
2008-11-10-4,12727418
2008-11-10-5,12599322
2008-11-10-6,11660681
2008-11-10-7,11787090
2008-11-10-8,11747305
2008-11-10-9,12878105
2008-11-10-10,14194763
2008-11-10-11,14957140
2008-11-10-12,15606212
2008-11-10-13,17042636
2008-11-10-14,19370848
2008-11-10-15,20761683
2008-11-10-16,21263386
2008-11-10-17,21550261
2008-11-10-18,21363566
2008-11-10-19,21643829
2008-11-10-20,21553030
2008-11-10-21,21017887
2008-11-10-22,19549880
2008-11-10-23,17207281
2008-11-11-0,15216729
2008-11-11-1,13629193
2008-11-11-2,12670877
2008-11-11-3,12424346
2008-11-11-4,12740058
2008-11-11-5,12970831
2008-11-11-6,11722101
2008-11-11-7,10901919
2008-11-11-8,11568616
2008-11-11-9,12590249
2008-11-11-10,14156975
2008-11-11-11,14696816
2008-11-11-12,15456515
2008-11-11-13,16662369
2008-11-11-14,18701713
2008-11-11-15,20446761
2008-11-11-16,20913382
2008-11-11-17,21136290
2008-11-11-18,21090417
2008-11-11-19,21024970
2008-11-11-20,20785556
2008-11-11-21,20292039
2008-11-11-22,18995943
2008-11-11-23,17197530
2008-11-12-0,15276094
2008-11-12-1,14011951
2008-11-12-2,13309195
2008-11-12-3,12998786
2008-11-12-4,12789126
2008-11-12-5,12370849
2008-11-12-6,11475404
2008-11-12-7,10954555
2008-11-12-8,11712806
2008-11-12-9,12639342
2008-11-12-10,14029309
2008-11-12-11,15095749
2008-11-12-12,15707612
2008-11-12-13,16365037
2008-11-12-14,18897637
2008-11-12-15,20478639
2008-11-12-16,20908860
2008-11-12-17,20900171
2008-11-12-18,20550434
2008-11-12-19,20795926
2008-11-12-20,20756436
2008-11-12-21,20390918
2008-11-12-22,18923215
2008-11-12-23,17052616
2008-11-13-0,15134834
2008-11-13-1,14061074
2008-11-13-2,13319069
2008-11-13-3,13062244
2008-11-13-4,13239110
2008-11-13-5,12822074
2008-11-13-6,12162258
2008-11-13-7,11676467
2008-11-13-8,12506650
2008-11-13-9,13463702
2008-11-13-10,14063300
2008-11-13-11,14955998
2008-11-13-12,15484826
2008-11-13-13,16636782
2008-11-13-14,18593993
2008-11-13-15,19874115
2008-11-13-16,20384120
2008-11-13-17,19920237
2008-11-13-18,20530151
2008-11-13-19,20407445
2008-11-13-20,20493572
2008-11-13-21,20335826
2008-11-13-22,19600350
2008-11-13-23,17378802
2008-11-14-0,15346852
2008-11-14-1,14292350
2008-11-14-2,13472830
2008-11-14-3,13083563
2008-11-14-4,12902297
2008-11-14-5,12299231
2008-11-14-6,11243118
2008-11-14-7,10514599
2008-11-14-8,11069226
2008-11-14-9,11827396
2008-11-14-10,12782939
2008-11-14-11,13219087
2008-11-14-12,13870697
2008-11-14-13,15379145
2008-11-14-14,17178994
2008-11-14-15,18698040
2008-11-14-16,18878504
2008-11-14-17,18726299
2008-11-14-18,18304647
2008-11-14-19,17829761
2008-11-14-20,17510367
2008-11-14-21,17272389
2008-11-14-22,16654268
2008-11-14-23,15065709
2008-11-15-0,13504365
2008-11-15-1,12683986
2008-11-15-2,12146200
2008-11-15-3,11900522
2008-11-15-4,11738816
2008-11-15-5,11166094
2008-11-15-6,10741998
2008-11-15-7,10171968
2008-11-15-8,9793216
2008-11-15-9,9952173
2008-11-15-10,10586880
2008-11-15-11,11587667
2008-11-15-12,12410694
2008-11-15-13,15117585
2008-11-15-14,14506708
2008-11-15-15,15911594
2008-11-15-16,16642720
2008-11-15-17,17197359
2008-11-15-18,17389087
2008-11-15-19,16992167
2008-11-15-20,16684208
2008-11-15-21,16576615
2008-11-15-22,16218467
2008-11-15-23,15355239
2008-11-16-0,14270511
2008-11-16-1,13595460
2008-11-16-2,13020207
2008-11-16-3,12693088
2008-11-16-4,12316265
2008-11-16-5,12033921
2008-11-16-6,11491677
2008-11-16-7,10789543
2008-11-16-8,10696507
2008-11-16-9,11144195
2008-11-16-10,12426142
2008-11-16-11,13976956
2008-11-16-12,15270775
2008-11-16-13,15954518
2008-11-16-14,17147675
2008-11-16-15,17801702
2008-11-16-16,17991348
2008-11-16-17,18830875
2008-11-16-18,19222128
2008-11-16-19,19305320
2008-11-16-20,19655034
2008-11-16-21,19536094
2008-11-16-22,18569660
2008-11-16-23,17014693
2008-11-17-0,15195702
2008-11-17-1,14336230
2008-11-17-2,13649474
2008-11-17-3,13394315
2008-11-17-4,13338207
2008-11-17-5,12697104
2008-11-17-6,12462923
2008-11-17-7,12181050
2008-11-17-8,12710042
2008-11-17-9,13634027
2008-11-17-10,14714318
2008-11-17-11,15145050
2008-11-17-12,15774797
2008-11-17-13,17039545
2008-11-17-14,19139180
2008-11-17-15,20312414
2008-11-17-16,20633656
2008-11-17-17,20898953
2008-11-17-18,20765731
2008-11-17-19,20572035
2008-11-17-20,20449155
2008-11-17-21,20200992
2008-11-17-22,18809964
2008-11-17-23,16714276
2008-11-18-0,14787353
2008-11-18-1,13314151
2008-11-18-2,11351173
2008-11-18-3,11979171
2008-11-18-4,12110747
2008-11-18-5,11642944
2008-11-18-6,11589009
2008-11-18-7,11488554
2008-11-18-8,11879393
2008-11-18-9,13383268
2008-11-18-10,14074444
2008-11-18-11,14579548
2008-11-18-12,15091915
2008-11-18-13,16400720
2008-11-18-14,18222271
2008-11-18-15,19165468
2008-11-18-16,19546955
2008-11-18-17,19698514
2008-11-18-18,19559114
2008-11-18-19,20248277
2008-11-18-20,19803213
2008-11-18-21,19493307
2008-11-18-22,17771907
2008-11-18-23,15538102
2008-11-19-0,13979330
2008-11-19-1,12253884
2008-11-19-2,11303772
2008-11-19-3,11178597
2008-11-19-4,11605090
2008-11-19-5,11068228
2008-11-19-6,11444079
2008-11-19-7,11395613
2008-11-19-8,12298064
2008-11-19-9,12894281
2008-11-19-10,14105028
2008-11-19-11,14206475
2008-11-19-12,14731210
2008-11-19-13,16081665
2008-11-19-14,18095257
2008-11-19-15,18865077
2008-11-19-16,19330649
